model_name,notebook,spatial_resolution,temporal_resolution,unit_id,median_demand,rmse,mae,r2,skill,relative_mae,last_run_at
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,23.85,16.17,0.6746,-0.0582460732984295,0.385,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,4,8.0,4.88,3.45,0.5925,-0.2277580071174376,0.3833333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,5,6.0,4.12,2.88,0.3937,-0.161290322580645,0.4114285714285714,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,63.88,42.81,0.3546,-0.2565306721455826,0.4920689655172414,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,45.06,30.38,0.4038,-0.0708494888967217,0.5329824561403509,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,258.73,186.06,0.6992,-0.1151333533113576,0.3358483754512635,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,9,0.0,1.3,0.73,-1.8017,-0.0428571428571429,0.73,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,10,5.0,2.75,2.13,0.0459,0.1087866108786611,0.355,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,11,3.0,2.08,1.52,-0.0813,0.0379746835443037,0.38,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,12,3.0,2.56,2.0,-0.574,-0.0471204188481675,0.5,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,13,2.0,1.91,1.39,0.2202,0.1146496815286625,0.4633333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,14,4.0,2.58,1.93,0.0479,0.0585365853658536,0.386,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,15,3.0,2.98,2.01,-0.199,-0.0634920634920634,0.5025,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,16,7.0,5.06,3.72,-0.248,-0.1376146788990826,0.465,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,17,1.0,9.27,1.2,-60.2426,-0.6438356164383561,0.6,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,18,0.0,1.23,0.41,-4.2201,-0.1081081081081081,0.41,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,19,2.0,1.35,0.99,0.2209,0.0388349514563106,0.33,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,20,0.0,1.15,0.59,-1.374,-0.0350877192982457,0.59,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,21,4.0,3.0,2.15,0.0166,-0.1025641025641026,0.43,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,8.85,5.5,0.1818,-0.2528473804100228,0.5,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,23,2.0,1.77,1.32,0.2038,-0.03125,0.44,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,30.98,19.91,-0.0031,-0.0999999999999998,0.7964,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,25,5.0,3.28,2.45,-0.0481,-0.0986547085201794,0.4083333333333334,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,26,1.0,1.48,1.03,-0.3549,-0.1573033707865168,0.515,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,27,2.0,2.02,1.43,0.22,-0.0999999999999998,0.4766666666666666,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,136.78,104.1,0.6925,-0.3264525993883791,0.4689189189189189,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,29,2.0,1.89,1.41,0.3155,-0.1015625,0.47,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,30,1.0,1.4,0.99,0.2036,0.0388349514563106,0.495,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,31,4.0,5.26,3.65,0.0129,-0.0488505747126437,0.73,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,160.01,111.5,0.8185,-0.3259602806516826,0.3204022988505747,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,86.12,41.91,0.3526,-0.22508038585209,0.6759677419354838,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,34,6.0,8.08,4.88,0.0334,-0.0917225950782998,0.6971428571428572,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,6.93,5.02,0.7991,-0.1008771929824561,0.3346666666666666,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,36,4.0,3.11,2.16,0.4685,-0.0093457943925234,0.432,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,37,3.0,3.89,2.93,-2.8033,-0.1269230769230769,0.7325,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.67,4.05,0.7551,-0.0465116279069766,0.3115384615384615,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,39,9.0,5.15,3.65,0.7058,-0.1094224924012157,0.365,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,40,3.0,2.39,1.75,0.3934,-0.129032258064516,0.4375,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,8.03,5.03,0.8224,-0.1328828828828827,0.3592857142857143,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,42,6.0,6.82,3.49,-0.3977,-0.4303278688524592,0.4985714285714286,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,8.87,6.59,-0.2403,-0.193840579710145,0.411875,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,8.28,6.19,-0.4902,-0.0617495711835334,0.4421428571428571,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,45,2.0,1.61,1.15,0.4547,0.0495867768595041,0.3833333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,46,5.0,3.48,2.51,-0.1664,-0.0458333333333333,0.4183333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,47,0.0,1.13,0.77,0.2708,-0.0405405405405405,0.77,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,48,2.0,2.31,1.6,0.0132,0.0303030303030301,0.5333333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,49,7.0,3.42,2.62,0.3756,0.18125,0.3275,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,50,3.0,2.59,1.9,-0.2079,0.0952380952380953,0.475,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,51,4.0,2.51,1.88,0.0848,0.1173708920187793,0.376,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,52,1.0,1.56,1.15,-0.866,0.1085271317829458,0.575,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,53,7.0,6.67,4.89,-2.6318,-0.147887323943662,0.61125,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,54,2.0,2.61,1.86,-1.9081,-0.0628571428571429,0.62,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,55,1.0,1.45,1.02,-0.442,0.0810810810810811,0.51,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,34.78,25.17,0.1304,0.1311701760441835,0.3447945205479452,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,57,0.0,0.92,0.64,-0.2491,-0.0666666666666666,0.64,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,58,1.0,1.21,0.76,0.2501,0.0617283950617284,0.38,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,59,1.0,3.01,1.8,0.6517,-0.40625,0.9,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,60,1.0,2.28,1.59,0.2674,0.0304878048780486,0.795,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,61,2.0,1.76,1.25,0.426,0.0157480314960629,0.4166666666666667,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,62,1.0,0.89,0.65,-0.3249,0.0,0.325,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,63,0.0,0.64,0.33,-0.4273,0.25,0.33,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,64,0.0,0.83,0.55,-0.1898,0.0833333333333332,0.55,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,65,0.0,1.1,0.71,0.1653,-0.0441176470588233,0.71,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,66,2.0,1.6,1.19,0.2269,0.048,0.3966666666666666,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,67,2.0,1.7,1.21,0.3313,0.0970149253731343,0.4033333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,68,5.0,3.62,2.6,0.0952,0.0076335877862595,0.4333333333333333,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,6.59,4.7,-0.2118,0.0427698574338085,0.4272727272727273,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,70,2.0,1.89,1.2,0.0981,-0.0714285714285714,0.3999999999999999,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,71,5.0,3.54,2.5,-0.0913,-0.1520737327188941,0.4166666666666667,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,72,1.0,1.87,1.32,-0.0628,-0.0476190476190476,0.66,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,73,4.0,2.81,2.1,-0.0026,0.0869565217391303,0.42,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,74,0.0,0.81,0.56,-0.1983,0.0666666666666665,0.56,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,75,4.0,3.27,2.51,-0.2436,0.0634328358208956,0.502,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,189.66,133.77,0.713,-0.3701731025299601,0.2412443642921551,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,10.16,7.21,0.8049,-0.1839080459770115,0.2575,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,6.66,5.06,0.4466,-0.2974358974358972,0.3614285714285714,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,7.77,6.07,0.3531,-0.0133555926544239,0.3570588235294117,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,30.4,20.98,0.4714,-0.3730366492146597,0.4995238095238095,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,4,8.0,4.29,3.11,0.6859,-0.1067615658362988,0.3455555555555555,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,5,6.0,4.1,2.87,0.4009,-0.157258064516129,0.41,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,65.11,44.6,0.3296,-0.3090695626651012,0.5126436781609196,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,51.45,33.79,0.2227,-0.1910468805075784,0.5928070175438597,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,288.04,206.16,0.6272,-0.2356008390770152,0.3721299638989169,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,9,0.0,0.89,0.65,-0.316,0.0714285714285712,0.65,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,10,5.0,3.21,2.48,-0.3001,-0.0376569037656904,0.4133333333333333,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,11,3.0,2.09,1.64,-0.0872,-0.0379746835443037,0.41,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,12,3.0,2.35,1.82,-0.3291,0.0471204188481674,0.455,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,13,2.0,1.62,1.27,0.4416,0.1910828025477707,0.4233333333333333,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,14,4.0,2.46,1.89,0.1393,0.0780487804878048,0.378,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,15,3.0,2.19,1.7,0.3537,0.1005291005291004,0.425,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,16,7.0,4.42,3.39,0.0477,-0.036697247706422,0.42375,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,17,1.0,1.0,0.67,0.2919,0.0821917808219176,0.335,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,18,0.0,0.63,0.41,-0.3458,-0.1081081081081081,0.41,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,19,2.0,1.42,1.08,0.1427,-0.0485436893203883,0.36,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,20,0.0,0.85,0.61,-0.3115,-0.0701754385964912,0.61,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,21,4.0,2.74,2.03,0.1835,-0.0410256410256408,0.4059999999999999,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,8.81,5.65,0.19,-0.2870159453302963,0.5136363636363637,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,23,2.0,1.63,1.25,0.3216,0.0234375,0.4166666666666667,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,30.36,19.87,0.0366,-0.0977900552486188,0.7948000000000001,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,25,5.0,2.75,2.11,0.2622,0.0538116591928251,0.3516666666666666,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,26,1.0,1.24,0.92,0.0463,-0.0337078651685394,0.46,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,27,2.0,1.8,1.28,0.3781,0.0153846153846154,0.4266666666666667,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,167.48,118.56,0.5389,-0.510703363914373,0.534054054054054,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,29,2.0,1.81,1.34,0.3659,-0.046875,0.4466666666666667,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,30,1.0,1.38,1.04,0.2202,-0.0097087378640776,0.52,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,31,4.0,5.23,3.62,0.0256,-0.0402298850574713,0.724,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,249.34,161.57,0.5594,-0.9213937447972408,0.4642816091954023,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,93.88,46.51,0.2306,-0.3595439929845074,0.7501612903225806,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,34,6.0,7.5,4.71,0.1667,-0.0536912751677853,0.6728571428571428,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,7.72,5.37,0.7511,-0.1776315789473685,0.358,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,36,4.0,2.45,1.96,0.6698,0.0841121495327104,0.392,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,37,3.0,2.91,2.31,-1.1306,0.1115384615384615,0.5775,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.13,3.98,0.7998,-0.028423772609819,0.3061538461538461,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,39,9.0,4.31,3.26,0.7933,0.0091185410334346,0.3259999999999999,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,40,3.0,1.96,1.47,0.5927,0.0516129032258064,0.3675,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,12.21,7.73,0.5898,-0.7409909909909909,0.5521428571428572,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,42,6.0,3.31,2.41,0.6709,0.012295081967213,0.3442857142857143,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,6.87,5.45,0.2562,0.0126811594202898,0.340625,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,7.8,6.11,-0.3219,-0.0480274442538593,0.4364285714285714,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,45,2.0,1.53,1.09,0.5059,0.0991735537190081,0.3633333333333333,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,46,5.0,2.5,1.96,0.3988,0.1833333333333333,0.3266666666666666,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,47,0.0,1.1,0.74,0.3004,0.0,0.74,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,48,2.0,1.73,1.35,0.4417,0.1818181818181817,0.45,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,49,7.0,4.79,3.63,-0.2219,-0.1343749999999999,0.45375,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,50,3.0,2.33,1.79,0.0233,0.1476190476190476,0.4475,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,51,4.0,2.5,1.98,0.0852,0.0704225352112676,0.396,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,52,1.0,1.26,0.98,-0.2204,0.2403100775193798,0.49,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,53,7.0,6.22,4.82,-2.1554,-0.1314553990610329,0.6025,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,54,2.0,1.81,1.44,-0.3974,0.1771428571428571,0.48,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,55,1.0,1.21,0.92,-0.0003,0.1711711711711712,0.46,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,40.09,31.29,-0.1558,-0.080082844321712,0.4286301369863013,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,57,0.0,0.8,0.56,0.0718,0.0666666666666665,0.56,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,58,1.0,1.18,0.8,0.2906,0.0123456790123457,0.4,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,59,1.0,4.79,2.47,0.1207,-0.9296875000000002,1.235,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,60,1.0,2.54,1.75,0.0906,-0.0670731707317073,0.875,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,61,2.0,1.75,1.26,0.4306,0.0078740157480314,0.42,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,62,1.0,0.94,0.71,-0.4985,-0.0923076923076922,0.355,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,63,0.0,0.66,0.44,-0.5303,0.0,0.44,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,64,0.0,0.8,0.56,-0.0887,0.0666666666666665,0.56,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,65,0.0,0.95,0.64,0.374,0.0588235294117647,0.64,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,66,2.0,1.43,1.07,0.3836,0.1439999999999999,0.3566666666666667,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,67,2.0,1.56,1.18,0.4412,0.1194029850746269,0.3933333333333333,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,68,5.0,2.79,2.2,0.4615,0.1603053435114503,0.3666666666666667,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,5.71,4.3,0.0906,0.1242362525458249,0.3909090909090909,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,70,2.0,1.44,1.05,0.4788,0.0625,0.35,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,71,5.0,2.49,1.93,0.4609,0.1105990783410137,0.3216666666666666,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,72,1.0,1.31,0.93,0.4805,0.2619047619047618,0.465,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,73,4.0,2.79,2.18,0.0062,0.052173913043478,0.436,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,74,0.0,0.81,0.57,-0.2086,0.05,0.57,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,75,4.0,2.92,2.33,0.0094,0.1305970149253731,0.466,2026-07-17T19:23:07
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,353.12,277.46,0.0052,-1.8419543173204955,0.5003787195671776,2026-07-17T19:23:07
