model_name,notebook,spatial_resolution,temporal_resolution,unit_id,median_demand,rmse,mae,r2,skill,relative_mae,last_run_at
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,5,6.0,4.13,2.91,0.3927,-0.1733870967741935,0.4157142857142857,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,67.7,47.53,0.2751,-0.3950689756383916,0.5463218390804598,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,52.18,35.07,0.2005,-0.2361649629890729,0.6152631578947368,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,286.12,206.47,0.6321,-0.2374587953251423,0.3726895306859206,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,9,0.0,1.12,0.8,-1.0567,-0.142857142857143,0.8,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,10,5.0,3.41,2.68,-0.4734,-0.1213389121338912,0.4466666666666667,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,11,3.0,2.21,1.75,-0.2251,-0.1075949367088606,0.4375,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,12,3.0,2.57,1.94,-0.5898,-0.0157068062827225,0.485,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,13,2.0,1.93,1.44,0.2058,0.0828025477707007,0.48,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,14,4.0,2.66,2.05,-0.0121,0.0,0.41,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,15,3.0,2.27,1.76,0.3033,0.0687830687830687,0.44,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,16,7.0,3.93,3.05,0.2494,0.0672782874617737,0.38125,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,17,1.0,1.05,0.74,0.2102,-0.0136986301369863,0.37,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,18,0.0,0.79,0.53,-1.1558,-0.4324324324324324,0.53,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,19,2.0,1.73,1.31,-0.2713,-0.2718446601941748,0.4366666666666667,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,20,0.0,0.96,0.7,-0.6639,-0.2280701754385965,0.7,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,21,4.0,2.78,2.06,0.1564,-0.0564102564102564,0.412,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,8.64,5.37,0.2201,-0.2232346241457861,0.4881818181818182,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,23,2.0,1.72,1.33,0.2461,-0.0390625,0.4433333333333333,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,30.89,20.46,0.0026,-0.1303867403314917,0.8184,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,25,5.0,3.1,2.37,0.0633,-0.0627802690582959,0.395,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,26,1.0,1.48,1.11,-0.3481,-0.2471910112359552,0.555,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,27,2.0,1.81,1.35,0.3739,-0.0384615384615385,0.45,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,182.9,125.39,0.4501,-0.5977319062181448,0.5648198198198198,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,29,2.0,1.79,1.33,0.3861,-0.0390625,0.4433333333333333,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,30,1.0,1.52,1.16,0.0536,-0.1262135922330096,0.58,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,31,4.0,5.11,3.55,0.0701,-0.0201149425287356,0.71,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,246.48,161.81,0.5694,-0.9242478297062672,0.4649712643678161,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,94.86,48.23,0.2145,-0.4098216895644546,0.7779032258064515,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,34,6.0,7.2,4.48,0.2331,-0.0022371364653246,0.64,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,8.69,6.22,0.6846,-0.3640350877192984,0.4146666666666666,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,36,4.0,2.64,2.01,0.6186,0.060747663551402,0.4019999999999999,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,37,3.0,3.16,2.43,-1.516,0.0653846153846153,0.6075,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.73,4.47,0.7503,-0.1550387596899223,0.3438461538461538,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,39,9.0,4.85,3.67,0.7383,-0.1155015197568389,0.367,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,40,3.0,2.06,1.51,0.5456,0.0258064516129032,0.3775,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,12.67,8.33,0.5578,-0.876126126126126,0.595,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,42,6.0,3.33,2.41,0.6675,0.012295081967213,0.3442857142857143,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,6.41,5.08,0.3515,0.0797101449275361,0.3175,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,7.01,5.55,-0.068,0.0480274442538594,0.3964285714285714,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,45,2.0,1.64,1.18,0.437,0.024793388429752,0.3933333333333333,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,46,5.0,2.82,2.18,0.2366,0.0916666666666665,0.3633333333333333,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,47,0.0,1.12,0.77,0.28,-0.0405405405405405,0.77,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,48,2.0,2.04,1.57,0.2294,0.0484848484848483,0.5233333333333333,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,49,7.0,4.38,3.35,-0.0202,-0.046875,0.41875,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,50,3.0,2.5,1.84,-0.1213,0.1238095238095238,0.46,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,51,4.0,2.78,2.17,-0.1306,-0.0187793427230047,0.434,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,52,1.0,1.76,1.3,-1.3885,-0.0077519379844961,0.65,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,53,7.0,5.69,4.48,-1.6465,-0.0516431924882629,0.56,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,54,2.0,2.4,1.77,-1.4515,-0.0114285714285713,0.59,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,55,1.0,1.94,1.44,-1.5795,-0.2972972972972971,0.72,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,35.03,28.0,0.1178,0.0334829133586468,0.3835616438356164,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,57,0.0,0.96,0.67,-0.3369,-0.1166666666666667,0.67,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,58,1.0,1.3,0.93,0.1289,-0.1481481481481481,0.465,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,59,1.0,4.29,2.4,0.2952,-0.875,1.2,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,60,1.0,2.22,1.56,0.3078,0.0487804878048779,0.78,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,61,2.0,1.69,1.22,0.4713,0.0393700787401575,0.4066666666666667,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,62,1.0,1.19,0.89,-1.3793,-0.3692307692307692,0.445,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,63,0.0,0.83,0.54,-1.3635,-0.2272727272727273,0.54,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,64,0.0,0.95,0.66,-0.5299,-0.1,0.66,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,65,0.0,1.0,0.69,0.3113,-0.0147058823529411,0.69,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,66,2.0,1.76,1.29,0.0721,-0.032,0.43,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,67,2.0,1.73,1.27,0.3068,0.0522388059701492,0.4233333333333333,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,68,5.0,3.15,2.4,0.311,0.0839694656488549,0.3999999999999999,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,5.14,3.94,0.2627,0.1975560081466395,0.3581818181818181,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,70,2.0,1.64,1.2,0.3161,-0.0714285714285714,0.3999999999999999,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,71,5.0,2.8,2.17,0.317,0.0,0.3616666666666666,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,72,1.0,1.49,1.05,0.3279,0.1666666666666666,0.525,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,73,4.0,3.12,2.47,-0.2368,-0.0739130434782611,0.494,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,74,0.0,0.99,0.67,-0.7829,-0.1166666666666667,0.67,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,75,4.0,3.4,2.62,-0.3375,0.0223880597014926,0.524,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,314.01,245.84,0.2133,-1.518078459489911,0.4433543733092877,2026-07-17T19:23:07
LinearSVR (demand-weighted),03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,13.99,10.98,0.6301,-0.8029556650246306,0.3921428571428572,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,5.51,4.15,0.6206,-0.0641025641025643,0.2964285714285714,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,7.23,5.57,0.4409,0.0701168614357261,0.3276470588235294,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,25.45,17.39,0.6297,-0.138089005235602,0.414047619047619,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,4,8.0,4.49,3.22,0.6553,-0.1459074733096086,0.3577777777777778,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,5,6.0,4.05,2.82,0.4166,-0.1370967741935482,0.4028571428571428,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,59.99,39.64,0.4309,-0.1634869386557087,0.455632183908046,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,46.41,30.91,0.3677,-0.0895311949242156,0.5422807017543859,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,255.69,183.64,0.7062,-0.1006293077614624,0.3314801444043321,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,9,0.0,1.03,0.69,-0.7591,0.0142857142857143,0.69,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,10,5.0,2.77,2.15,0.0294,0.100418410041841,0.3583333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,11,3.0,1.99,1.47,0.0102,0.069620253164557,0.3675,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,12,3.0,2.53,1.85,-0.5364,0.0314136125654449,0.4625,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,13,2.0,1.92,1.39,0.2134,0.1146496815286625,0.4633333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,14,4.0,2.49,1.9,0.1121,0.073170731707317,0.38,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,15,3.0,2.64,1.88,0.0565,0.0052910052910053,0.47,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,16,7.0,4.67,3.49,-0.0633,-0.0672782874617736,0.43625,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,17,1.0,1.16,0.75,0.0322,-0.0273972602739727,0.375,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,18,0.0,0.79,0.38,-1.1312,-0.0270270270270269,0.38,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,19,2.0,1.43,0.98,0.1281,0.0485436893203884,0.3266666666666666,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,20,0.0,1.02,0.57,-0.8917,0.0,0.57,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,21,4.0,2.89,2.15,0.0878,-0.1025641025641026,0.43,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,8.7,5.37,0.2095,-0.2232346241457861,0.4881818181818182,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,23,2.0,1.78,1.31,0.189,-0.0234375,0.4366666666666667,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,28.89,19.13,0.1274,-0.056906077348066,0.7652,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,25,5.0,3.13,2.34,0.045,-0.0493273542600896,0.3899999999999999,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,26,1.0,1.47,0.97,-0.3415,-0.0898876404494382,0.485,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,27,2.0,1.87,1.38,0.329,-0.0615384615384613,0.4599999999999999,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,129.68,94.82,0.7236,-0.2082059123343524,0.4271171171171171,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,29,2.0,1.8,1.36,0.3788,-0.0625,0.4533333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,30,1.0,1.48,1.04,0.1064,-0.0097087378640776,0.52,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,31,4.0,5.32,3.7,-0.0094,-0.0632183908045977,0.74,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,161.07,106.28,0.8161,-0.2638839338803662,0.3054022988505747,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,85.17,41.82,0.3667,-0.2224495761473253,0.6745161290322581,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,34,6.0,7.44,4.61,0.1806,-0.0313199105145414,0.6585714285714286,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,7.06,4.95,0.7917,-0.0855263157894739,0.33,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,36,4.0,3.0,2.12,0.5074,0.0093457943925233,0.424,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,37,3.0,3.24,2.64,-1.6432,-0.0153846153846153,0.66,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.61,4.05,0.7606,-0.0465116279069766,0.3115384615384615,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,39,9.0,4.75,3.38,0.7497,-0.0273556231003038,0.3379999999999999,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,40,3.0,2.32,1.71,0.428,-0.1032258064516129,0.4275,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,8.19,4.99,0.8154,-0.1238738738738738,0.3564285714285714,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,42,6.0,3.99,2.87,0.5224,-0.1762295081967213,0.41,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,8.18,6.19,-0.0544,-0.1213768115942031,0.386875,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,7.58,5.83,-0.2496,0.0,0.4164285714285714,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,45,2.0,1.63,1.15,0.4424,0.0495867768595041,0.3833333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,46,5.0,3.49,2.46,-0.1711,-0.0250000000000001,0.41,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,47,0.0,1.22,0.77,0.1502,-0.0405405405405405,0.77,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,48,2.0,2.23,1.53,0.0772,0.0727272727272726,0.51,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,49,7.0,3.76,2.88,0.2488,0.1,0.36,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,50,3.0,2.57,1.88,-0.1888,0.1047619047619048,0.47,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,51,4.0,2.42,1.77,0.1451,0.1690140845070422,0.354,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,52,1.0,1.58,1.1,-0.9234,0.1472868217054262,0.55,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,53,7.0,6.03,4.62,-1.9726,-0.0845070422535212,0.5775,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,54,2.0,2.65,1.91,-1.9938,-0.0914285714285714,0.6366666666666666,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,55,1.0,1.54,0.99,-0.6108,0.1081081081081082,0.495,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,29.51,22.54,0.374,0.2219537452537107,0.3087671232876712,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,57,0.0,0.92,0.64,-0.2371,-0.0666666666666666,0.64,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,58,1.0,1.21,0.76,0.2546,0.0617283950617284,0.38,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,59,1.0,2.78,1.64,0.7037,-0.28125,0.82,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,60,1.0,2.22,1.55,0.3034,0.0548780487804877,0.775,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,61,2.0,1.93,1.31,0.3124,-0.0314960629921259,0.4366666666666667,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,62,1.0,0.91,0.61,-0.3867,0.0615384615384615,0.305,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,63,0.0,0.66,0.34,-0.5026,0.2272727272727271,0.34,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,64,0.0,0.98,0.58,-0.642,0.0333333333333333,0.58,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,65,0.0,1.12,0.71,0.1313,-0.0441176470588233,0.71,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,66,2.0,1.76,1.27,0.0684,-0.016,0.4233333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,67,2.0,1.94,1.33,0.1336,0.0074626865671642,0.4433333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,68,5.0,3.4,2.53,0.2,0.034351145038168,0.4216666666666666,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,6.29,4.51,-0.104,0.0814663951120163,0.41,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,70,2.0,1.73,1.16,0.2415,-0.0357142857142855,0.3866666666666666,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,71,5.0,3.17,2.3,0.125,-0.0599078341013823,0.3833333333333333,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,72,1.0,1.88,1.28,-0.0691,-0.0158730158730158,0.64,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,73,4.0,2.96,2.2,-0.1187,0.043478260869565,0.44,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,74,0.0,0.87,0.55,-0.3823,0.0833333333333332,0.55,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,75,4.0,3.42,2.58,-0.3566,0.0373134328358208,0.516,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,216.35,151.71,0.6266,-0.5539280958721706,0.2735978358881876,2026-07-17T19:23:07
"RBF, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,9.84,7.06,0.8172,-0.1592775041050902,0.2521428571428571,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,6.01,4.27,0.5484,-0.0948717948717947,0.305,2026-07-17T19:23:07
"Poly, tuned (10k subsample)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,7.28,5.5,0.4316,0.0818030050083472,0.3235294117647059,2026-07-17T19:23:07
